借据流水号,客户编号,客户名称,业务品种,是否表外,起始日期,到期日期,年利率,放款金额,借据余额,附加担保方式,业务品种大类,逾期天数,五级分类,经办人,业务品种细分,核心企业名称,组织机构证注册地,营业执照证注册地,统一社会信息证注册地,注册地址,利率调整周期,下一结息日,所属部门HR,终结日期,还款金额,ECIF客户号
2024121600000013,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2024-12-16,2025-12-11,6.5,125372.77,125372.77,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2025-12-11,供应链金融部,,0E-20,200001521312
2024081400000012,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-08-14,2026-02-08,6.5,115562.3,115562.3,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-08-08,供应链金融部,,0E-20,200001697732
2024073100000012,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-07-31,2026-01-25,6.5,26245.22,26245.22,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-07-25,供应链金融部,,0E-20,200001697732
2024091900000008,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-09-19,2026-03-13,6.5,111573,111573,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-09-13,供应链金融部,,0E-20,200002480813
2025021800000008,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-18,2026-02-12,6,131972.46,131972.46,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-12,供应链金融部,,0E-20,200002480813
2024091300000042,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-09-13,2026-03-08,6.5,243587.52,243587.52,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-09-08,供应链金融部,,0E-20,200002480813
2025032700000032,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-03-27,2026-03-22,6,199463.13,199463.13,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-03-22,供应链金融部,,0E-20,200001805176
2025072300000036,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-07-23,2026-07-18,6,116367.75,116367.75,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-07-18,供应链金融部,,0E-20,200001805176
2025050600000018,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-05-06,2026-05-01,6,66640.46,66640.46,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-05-01,供应链金融部,,0E-20,200001805176
2024092000000005,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-09-20,2026-03-13,6.5,110895.08,110895.08,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-09-13,供应链金融部,,0E-20,200001697732
2024123000000014,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-12-30,2025-12-25,6.5,236769.1,236769.1,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-12-25,供应链金融部,,0E-20,200001697732
2025031400000022,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-03-14,2026-03-09,6,156921.96,156921.96,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-03-09,供应链金融部,,0E-20,200001805176
2025031400000016,2025022800000004,上海宿适佳酒店管理有限公司,普通流动资金贷款,表内,2025-03-14,2028-03-14,6.5,5000000,5000000,"保证,质押",一般贷款,0,1-正常,胡全兴,瑞e惠-吉泰,吉泰酒店集团有限公司,上海市静安区,上海市静安区,上海市静安区,上海市静安区,,2025-03-21,供应链金融部,,0E-20,310021922279
2024092900000097,2021033000001193,创千（重庆）供应链管理有限公司,反向保理,表内,2024-09-29,2025-09-24,6.5,119353.97,119353.97,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,重庆市沙坪坝区,重庆市沙坪坝区,重庆市沙坪坝区,重庆市沙坪坝区,,2025-09-24,供应链金融部,,0E-20,320007984621
2024071700000011,2021041300000442,宿迁翔泽商贸有限公司,反向保理,表内,2024-07-17,2026-01-12,6.5,438434.67,438434.67,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,江苏省宿迁市宿城区,,2025-07-12,供应链金融部,,0E-20,320008214590
2025010200000015,2021061500000677,日照小马奔腾供应链有限公司,反向保理,表内,2025-01-02,2025-12-28,6.5,143837.88,143837.88,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2025-12-28,供应链金融部,,0E-20,320008950271
2025032800000030,2021061500000677,日照小马奔腾供应链有限公司,反向保理,表内,2025-03-28,2026-03-23,6,143038.9,143038.9,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2026-03-23,供应链金融部,,0E-20,320008950271
2024092600000025,2021061500000677,日照小马奔腾供应链有限公司,反向保理,表内,2024-09-26,2025-09-21,6.5,123236.35,123236.35,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2025-09-21,供应链金融部,,0E-20,320008950271
2025080100000046,2021051800000609,上海泽图供应链管理有限公司,普通流动资金贷款,表内,2025-08-01,2025-10-30,6.1,1716774.4,1205406.4,,一般贷款,0,1-正常,曲鑫（客户经理）,现货业务,上海中钢供应链有限公司,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,2025-10-30,公司业务三部,,511368.000000000000,310009168732
PJ20250529000016,2021052000000605,上海其尼国际贸易有限公司,银行承兑汇票,表外,2025-05-29,2025-11-29,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,310008883542
2025071400000031,2021060300000011,上海中硕钢铁贸易有限公司,普通流动资金贷款,表内,2025-07-14,2025-10-12,6.1,579660.8,248580.8,,一般贷款,0,1-正常,曲鑫（客户经理）,现货业务,上海中钢供应链有限公司,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,2025-10-12,公司业务三部,,331080.000000000000,310009309813
2025012100000001,2021111000000382,宜兴市宝杰绝缘材料有限公司,反向保理,表内,2025-01-21,2026-01-21,5,496461.34,496461.34,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,,2026-01-21,公司业务三部,,0E-20,320012358208
PJ20250625000051,2021121200000002,上海诚沐贸易有限公司,银行承兑汇票,表外,2025-06-25,2025-12-25,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310012485265
PJ20250606000049,2021121200000002,上海诚沐贸易有限公司,银行承兑汇票,表外,2025-06-06,2025-12-06,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310012485265
PJ20250625000046,2021121200000002,上海诚沐贸易有限公司,银行承兑汇票,表外,2025-06-25,2025-12-25,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310012485265
2024092600000011,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-09-26,2026-03-20,6.5,119092.8,119092.8,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-09-20,供应链金融部,,0E-20,200002480813
2025022100000016,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-21,2026-02-16,6,132252.12,132252.12,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-16,供应链金融部,,0E-20,200002480813
2025070400000024,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-07-04,2026-06-29,6,114008.02,114008.02,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-06-29,供应链金融部,,0E-20,200002480813
PJ20250610000013,2016041400000004,上海惠复贸易有限公司,银行承兑汇票,表外,2025-06-10,2025-12-10,100,5000000,5000000,,票据,0,1-正常,吴一彬,,,上海市浦东新区,,上海市浦东新区,上海市浦东新区,,,,,0E-20,200000034689
PJ20250609000014,2016041400000004,上海惠复贸易有限公司,银行承兑汇票,表外,2025-06-09,2025-12-09,100,5000000,5000000,,票据,0,1-正常,吴一彬,,,上海市浦东新区,,上海市浦东新区,上海市浦东新区,,,,,0E-20,200000034689
PJ20250609000019,2016041400000004,上海惠复贸易有限公司,银行承兑汇票,表外,2025-06-09,2025-12-09,100,5000000,5000000,,票据,0,1-正常,吴一彬,,,上海市浦东新区,,上海市浦东新区,上海市浦东新区,,,,,0E-20,200000034689
2025071400000028,2017121900000025,西安航城物资有限公司,反向保理,表内,2025-07-14,2026-07-05,6,238896.46,238896.46,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2026-07-05,供应链金融部,,0E-20,200001072704
2025031200000004,2017121900000025,西安航城物资有限公司,反向保理,表内,2025-03-12,2026-03-06,6,367644.54,367644.54,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2026-03-06,供应链金融部,,0E-20,200001072704
2024112800000007,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2024-11-28,2025-11-23,6.5,537586.91,537586.91,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2025-11-23,供应链金融部,,0E-20,200001521312
2024120600000004,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-12-06,2025-11-29,6.5,289938.14,289938.14,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-11-29,供应链金融部,,0E-20,200001697732
PJ20250418000006,2021052000000605,上海其尼国际贸易有限公司,银行承兑汇票,表外,2025-04-18,2025-10-18,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,310008883542
PJ20250418000010,2021052000000605,上海其尼国际贸易有限公司,银行承兑汇票,表外,2025-04-18,2025-10-18,100,8000000,8000000,,票据,0,1-正常,张子龙,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,310008883542
2025080500000035,2021060300000011,上海中硕钢铁贸易有限公司,普通流动资金贷款,表内,2025-08-05,2025-11-03,6.1,333632,243472,,一般贷款,0,1-正常,曲鑫（客户经理）,现货业务,上海中钢供应链有限公司,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,2025-11-03,公司业务三部,,90160.000000000000,310009309813
2025032400000008,2021061500000677,日照小马奔腾供应链有限公司,反向保理,表内,2025-03-24,2026-03-16,6,116923.3,116923.3,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2026-03-16,供应链金融部,,0E-20,320008950271
2024082900000030,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-08-29,2026-02-24,6.5,141654.5,141654.5,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-08-24,供应链金融部,,0E-20,200002480813
2025022000000006,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-20,2026-02-15,6,131531.4,131531.4,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-15,供应链金融部,,0E-20,200002480813
2025071000000048,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-07-10,2026-07-05,6,117080.96,117080.96,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-07-05,供应链金融部,,0E-20,200002480813
2025022000000009,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-20,2026-02-15,6,133033.68,133033.68,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-15,供应链金融部,,0E-20,200002480813
2024091000000027,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-09-10,2026-03-04,6.5,114998.4,114998.4,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-09-04,供应链金融部,,0E-20,200002480813
2024090200000005,2019061800000067,陕西东乐物资有限公司,反向保理,表内,2024-09-02,2026-02-25,6.5,123503.16,123503.16,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市,,2025-08-25,供应链金融部,,0E-20,200002482189
2024091800000002,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-09-18,2026-03-09,6.5,192911.1,192911.1,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-09-09,供应链金融部,,0E-20,200001697732
2024090500000002,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-09-05,2026-02-28,6.5,114257.44,114257.44,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-08-28,供应链金融部,,0E-20,200001697732
2025051200000028,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-05-12,2026-05-07,6,48964.7,48964.7,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-05-07,供应链金融部,,0E-20,200001805176
2025051500000018,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-05-15,2026-05-10,6,138153.21,138153.21,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-05-10,供应链金融部,,0E-20,200001805176
2024092700000006,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2024-09-27,2025-09-22,6.5,141686.18,141686.18,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2025-09-22,供应链金融部,,0E-20,200001805176
2024100900000018,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2024-10-09,2025-10-04,6.5,139150.08,139150.08,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2025-10-04,供应链金融部,,0E-20,200001805176
2025052900000031,2017121900000025,西安航城物资有限公司,反向保理,表内,2025-05-29,2026-05-21,6,103508.79,103508.79,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2026-05-21,供应链金融部,,0E-20,200001072704
2025031200000006,2017121900000025,西安航城物资有限公司,反向保理,表内,2025-03-12,2026-03-06,6,254502.46,254502.46,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2026-03-06,供应链金融部,,0E-20,200001072704
2025032700000011,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2025-03-27,2026-03-21,6,246106.05,246106.05,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-03-21,供应链金融部,,0E-20,200001521312
2024123000000026,2021021000000445,无锡市兴惠线缆有限公司,反向保理,表内,2024-12-30,2025-12-30,5,2009625.04,2009625.04,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,,2025-12-30,公司业务三部,,0E-20,320007801898
PJ20250418000003,2021052000000605,上海其尼国际贸易有限公司,银行承兑汇票,表外,2025-04-18,2025-10-18,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市浦东新区,上海市浦东新区,上海市浦东新区,上海市浦东新区,,,,,0E-20,310008883542
2025051900000040,2021071400000333,广州德信钢铁有限公司,反向保理,表内,2025-05-19,2026-05-14,6,114904.08,114904.08,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,,2026-05-14,供应链金融部,,0E-20,320009532774
2025040100000019,2021061500000677,日照小马奔腾供应链有限公司,反向保理,表内,2025-04-01,2026-03-27,6,124064.88,124064.88,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2026-03-27,供应链金融部,,0E-20,320008950271
2025052600000036,2021111200000102,上海天留电缆材料有限公司,反向保理,表内,2025-05-26,2026-05-26,5,642421.4,642421.4,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,上海市松江区,上海市松江区,上海市松江区,上海市松江区,,2026-05-26,公司业务三部,,0E-20,310012352231
PJ20250625000052,2021121200000002,上海诚沐贸易有限公司,银行承兑汇票,表外,2025-06-25,2025-12-25,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310012485265
PJ20250606000048,2021121200000002,上海诚沐贸易有限公司,银行承兑汇票,表外,2025-06-06,2025-12-06,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310012485265
2024073000000016,2019031200000047,广州市宗钢物资有限公司,反向保理,表内,2024-07-30,2026-01-25,6.5,121020.9,121020.9,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市南沙区,广东省广州市南沙区,广东省广州市南沙区,广东省广州市,,2025-07-25,供应链金融部,,0E-20,200002310815
2024082200000038,2019061800000047,广州钢易商贸有限公司,反向保理,表内,2024-08-22,2026-02-17,6.5,101787.84,101787.84,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市,,2025-08-17,供应链金融部,,0E-20,200002511793
2024080800000020,2019061800000047,广州钢易商贸有限公司,反向保理,表内,2024-08-08,2026-02-03,6.5,111525.12,111525.12,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市,,2025-08-03,供应链金融部,,0E-20,200002511793
2025062400000030,2021101100000507,上海沪闽钢铁商贸有限公司,普通流动资金贷款,表内,2025-06-24,2025-10-22,6.6,616446.78,134120.3,,一般贷款,0,1-正常,曲鑫（客户经理）,产能预售业务,上海中钢供应链有限公司,上海市宝山区,上海市宝山区,上海市宝山区,上海市宝山区,,2025-10-22,公司业务三部,,482326.480000000000,310012173747
2025060600000019,2021111900000854,扬州腾飞电缆电器材料有限公司,反向保理,表内,2025-06-06,2026-06-06,5,736067.26,736067.26,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省扬州市宝应县,江苏省扬州市宝应县,江苏省扬州市宝应县,江苏省扬州市宝应县,,2026-06-06,公司业务三部,,0E-20,320007968853
PJ20250625000049,2021121200000002,上海诚沐贸易有限公司,银行承兑汇票,表外,2025-06-25,2025-12-25,100,9000000,9000000,,票据,0,1-正常,张子龙,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310012485265
2024091300000039,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-09-13,2026-03-08,6.5,248015.02,248015.02,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-09-08,供应链金融部,,0E-20,200002480813
2024092600000009,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-09-26,2026-03-20,6.5,112144,112144,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-09-20,供应链金融部,,0E-20,200002480813
2025022400000022,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-24,2026-02-19,6,122169.6,122169.6,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-19,供应链金融部,,0E-20,200002480813
2025061300000031,2019110800000026,北京晟远天达物资有限公司,反向保理,表内,2025-06-13,2026-06-08,6,236266.3,236266.3,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-06-08,供应链金融部,,0E-20,200002631006
2025060600000027,2019110800000026,北京晟远天达物资有限公司,反向保理,表内,2025-06-06,2026-06-01,6,140722.07,140722.07,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-06-01,供应链金融部,,0E-20,200002631006
PJ20250609000015,2016041400000004,上海惠复贸易有限公司,银行承兑汇票,表外,2025-06-09,2025-12-09,100,5000000,5000000,,票据,0,1-正常,吴一彬,,,上海市浦东新区,,上海市浦东新区,上海市浦东新区,,,,,0E-20,200000034689
PJ20250310000021,2020120400000402,上海习冶实业有限公司,银行承兑汇票,表外,2025-03-10,2025-09-10,100,50000000,50000000,,票据,0,1-正常,沈旭,,,上海市崇明区,上海市崇明区,上海市崇明区,上海市崇明区,,,,,0E-20,310007312823
2025040800000011,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-04-08,2026-04-03,6,34156.12,34156.12,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-04-03,供应链金融部,,0E-20,200001805176
2024100900000017,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2024-10-09,2025-10-04,6.5,62833.05,62833.05,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2025-10-04,供应链金融部,,0E-20,200001805176
2025022800000010,2018100900000009,郑州郑发钢铁有限公司,反向保理,表内,2025-02-28,2026-02-23,6,263297.16,263297.16,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市管城回族区,河南省郑州市,,2026-02-23,供应链金融部,,0E-20,200002022603
2025040700000019,2021061500000677,日照小马奔腾供应链有限公司,反向保理,表内,2025-04-07,2026-04-02,6,142173.47,142173.47,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2026-04-02,供应链金融部,,0E-20,320008950271
2025010200000014,2021061500000677,日照小马奔腾供应链有限公司,反向保理,表内,2025-01-02,2025-12-28,6.5,114431.42,114431.42,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2025-12-28,供应链金融部,,0E-20,320008950271
2025032800000029,2021061500000677,日照小马奔腾供应链有限公司,反向保理,表内,2025-03-28,2026-03-23,6,174364.16,174364.16,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,山东省日照市东港区,,2026-03-23,供应链金融部,,0E-20,320008950271
2025042200000012,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2025-04-22,2026-04-17,6,106257.89,106257.89,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-04-17,供应链金融部,,0E-20,200001521312
2025052000000032,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2025-05-20,2026-05-14,6,120216.46,120216.46,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-05-14,供应链金融部,,0E-20,200001521312
